channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15
464,10194,2960,7633,9106,5057,7185,6977,4513,44554,5345,12339,11602,9474,14435,432
400,9154,3088,7745,9266,5393,7521,6993,4993,44522,5537,11746,11186,9602,14051,432
304,11426,3232,7633,8978,6145,7457,7393,5825,44442,5921,12723,9778,9538,12547,336
400,12387,3648,7617,8866,5617,7633,7361,6417,44314,6529,11538,9058,9266,12130,416
416,11778,4321,7745,8594,5953,7761,7377,7249,43962,6913,11586,8177,9554,10882,352
320,10434,5281,7649,9266,6673,7745,7617,8033,42730,7457,13459,8145,9442,11010,320
336,11618,5873,7697,9266,7217,8177,7761,8242,41690,7569,12130,7313,8866,10498,480
400,13411,6321,7665,8786,8017,8450,8354,8530,40377,7985,16259,6369,9346,10706,208
304,14595,6881,8113,11026,7201,9410,9874,10066,33624,8946,13971,11730,11554,17236,336
416,10946,6705,10402,13443,11378,10066,14003,11106,29687,9138,20725,9618,14803,24565,320
416,9330,7185,14355,14595,12723,10386,18356,12355,26182,9442,27750,11298,17156,33352,400
400,10514,10850,13459,17252,14771,11698,18564,15907,19380,9314,32391,13283,18612,33688,448
400,10674,13139,12819,18404,13699,12787,19092,18532,464,6753,42762,17924,22469,36120,336
384,18372,13475,10914,17172,13027,13139,19492,19348,15971,10194,43978,20292,29095,36696,400
432,9394,14179,13587,17412,15603,13411,20581,20356,14819,11538,42394,23077,33800,35112,416
400,17684,14355,16051,15619,16644,13587,21253,23685,14387,11090,38345,22421,30231,39097,464
384,16436,14483,14435,15187,16291,13747,21573,25110,13859,11570,34536,22021,41786,36280,384
400,17076,14499,16644,15171,16323,13699,22149,25094,13747,11346,39705,22741,38313,39769,464
416,17508,14467,16019,15443,19028,13603,22149,25254,12691,11298,40953,32151,46987,47307,288
352,18372,14627,20052,14963,19620,13651,22693,24758,11586,11794,42042,31383,44442,47723,336
400,19380,14563,19156,17124,20372,13747,23093,26726,11714,11314,45259,45851,49564,48539,336
416,19108,14611,19492,17012,20581,13875,23173,26918,11810,11362,46379,32663,39641,41946,336
400,19204,14675,19604,17044,20677,13795,23173,27062,11810,11522,40153,36696,40105,46555,336
400,19396,14819,18580,16660,19636,13923,23445,26838,11298,11026,40409,40681,41658,54877,384
464,19124,14707,18612,17332,19860,13859,23349,27110,11234,11458,44122,37737,40585,54877,336
416,19428,14787,18212,17828,20036,13827,23365,27030,10722,11650,41034,53693,40345,50380,352
400,19508,14755,15971,18004,20292,13955,23349,26886,5473,11730,39785,40041,38809,49820,400
400,19300,14947,15523,18196,20549,13859,23365,26918,6209,11554,36776,35432,32808,48027,304
384,19476,14723,15747,18148,20485,13811,23573,26934,4625,11810,37161,36408,35400,46667,304
352,19540,14787,17972,17460,20677,13747,23685,27078,6001,11698,31303,37865,34104,49131,432
416,19588,14739,16740,17732,20180,13843,23429,26758,2976,11602,27398,40921,32647,48651,336
416,19524,14739,19076,18084,20276,13971,23445,27190,3632,11682,33096,49051,28422,51788,320
400,19604,14883,18276,18100,20036,13763,23445,28198,6513,11682,35816,55725,33400,55069,336
400,19524,14819,16388,18148,19140,13795,23461,28390,6609,11698,30231,51292,43530,55405,320
400,19620,14755,17236,18516,19156,13795,23461,28454,8850,11922,37145,55693,53869,55197,336
400,19492,14867,18916,18452,19540,13923,23381,28614,8962,12034,36680,55757,38601,55101,352
592,19332,14979,19076,18404,19716,13827,23509,28935,8770,12082,36168,44714,36040,55245,400
272,19476,14867,18900,18484,19684,13955,23589,28711,8578,12291,29191,56093,42250,55085,336
400,19236,14803,18196,18324,20036,13779,23477,28951,10082,12178,25782,44810,34376,54925,320
400,19300,14627,19620,17860,20020,13891,23573,28823,9250,12098,25782,45211,35288,55037,304
352,19124,14739,18356,17636,19716,13891,23573,28903,9298,12307,25590,55981,47163,55149,384
400,19172,14723,18308,18020,19348,13891,23381,28935,9026,12162,24565,55885,45739,55133,416
400,19300,14739,18884,18692,19796,13987,23589,28759,9554,12242,24934,55741,47579,55053,512
416,19348,14627,18612,18404,19732,13731,23557,28967,9826,12082,24485,55869,55357,54893,464
400,19028,14627,19236,18052,19780,13875,23605,28967,9810,12114,24069,46299,52892,54989,304
400,19252,14627,19716,17988,19348,13843,23141,29207,7249,11394,19252,29479,30279,54941,400
400,19156,14163,8786,17364,20004,13651,22341,25430,576,11074,17476,18932,20501,43018,304
400,16404,13795,15075,14979,17796,13363,20212,25318,528,11186,18596,13507,14931,37609,400
464,14291,13075,13459,16019,15779,12835,18004,24902,448,8226,14435,9730,11778,34600,336
320,14275,12643,13875,16420,12931,12499,14275,19844,21045,9794,16932,9650,10898,34728,352
288,10466,12419,9410,16964,10290,12563,12499,17220,28166,10850,14947,11010,10082,35208,480
416,13219,12323,10146,13283,9666,11954,11810,14979,30951,10466,16628,13859,9650,34264,336
416,10818,12002,9986,13219,8738,11602,11506,12803,32920,10402,15251,17172,9106,32599,304
400,11794,11938,8834,13843,9714,10738,10914,10466,34456,9698,12034,21349,9202,28662,304
416,11714,11970,7745,13619,9490,10898,10626,9554,34872,9890,10082,22773,9170,27190,272
368,11202,11986,8722,13347,9234,10770,10930,9490,34840,10002,10370,22693,9250,25558,352
400,13331,11938,9170,13411,9778,10898,10722,9634,34696,9922,8962,21557,9490,23397,416
384,10834,11906,8242,13539,9426,10930,10946,9570,34840,9826,8834,20132,9794,21685,320
