channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15
384,18884,13443,11362,18020,20533,13859,21125,17492,592,10946,12883,22245,26486,34856,352
400,17220,12627,8546,17940,21909,13843,20228,17812,16436,11074,10194,13011,21109,31463,416
352,14931,11746,12162,17636,19812,13331,16708,17508,18084,9554,10290,7361,13827,25542,304
464,14931,11522,13107,17988,18724,12675,17748,17076,18452,8898,9298,4961,10914,22469,304
400,15123,11362,11954,17684,16852,12547,17316,15667,18868,9426,9986,5761,9954,20036,288
368,14883,11394,11330,16692,17188,12162,16163,15155,19364,9618,8786,7569,9650,18340,416
400,13747,11106,11986,16371,16644,11778,15843,14051,19396,10322,10194,8258,9730,17796,416
400,12226,11346,12515,16564,15299,11426,15571,13363,20981,10114,8850,8754,9490,17188,352
320,12547,11234,11218,16516,14899,10722,15075,12499,20821,10082,9026,9378,9682,17204,432
400,12194,11074,8610,16436,14739,10450,14915,11714,22661,9938,9378,10194,9538,17028,528
400,14003,11138,8706,16323,14243,10178,14755,11154,23349,10018,10130,10114,9522,17236,400
416,13875,10946,12098,16323,14291,9778,14643,11138,23461,10194,10194,9874,9186,17188,400
400,13987,10962,9730,16227,14483,9650,14499,10850,23845,10002,9266,9810,8994,18020,384
448,14099,11074,10258,15619,14723,9602,14307,10850,24101,10162,9570,9010,8434,18004,320
400,14099,10866,8706,14435,14291,9410,14259,10546,24453,10146,9330,9394,8210,18468,352
416,13859,10898,12291,14371,14627,9346,14211,10242,24565,9490,9490,8546,8161,18436,320
400,1200,10930,12579,14099,14371,9026,13587,9938,24614,9938,8514,8017,7713,18644,320
416,512,10914,12883,13571,14883,8978,13843,9938,24726,9906,7905,7313,7681,18836,400
416,416,10882,12995,13107,14787,9090,13763,9794,24742,10082,8210,7217,7649,18756,432
320,352,11026,12995,13107,14211,9026,13731,9810,24918,9938,8658,6561,7809,18612,512
336,14307,10914,12867,12979,14243,9026,13715,9986,24886,9922,8177,5825,8145,18884,464
400,416,10930,12883,12643,13891,9010,13731,9842,24790,10050,9314,5713,8562,18516,320
416,13027,11138,12755,11746,14467,9154,13635,9810,24854,10082,10338,5761,8930,18484,304
352,11458,11474,12883,12707,14275,9090,13843,9826,24806,9890,10178,5793,9170,17844,336
400,14803,12162,12979,13507,14723,9122,13651,9826,24726,9858,11650,6577,9106,17716,336
400,16051,12098,13059,13443,14995,9058,13827,9858,24710,9698,11618,6673,8706,17284,352
416,16964,12194,13027,13955,14819,9122,13891,9938,24726,9730,10706,6785,8658,16788,416
416,17172,12082,12851,14211,14755,9106,13795,9906,24870,9762,8322,7105,8177,16323,352
400,16772,11922,13267,14403,14531,9362,13923,9874,24758,9890,7057,6929,7601,16147,416
400,16836,11618,13203,14035,14995,9090,13827,9938,24774,9890,7297,7057,7617,16051,480
384,17108,11442,13283,14131,14851,9042,13763,9922,24646,9922,8722,6417,8017,16163,416
400,17076,11538,13443,14179,15235,9218,13827,9826,24630,10146,8354,6657,7985,16275,512
400,17220,11442,13219,14259,15107,9282,13875,9922,24565,10082,7537,6721,7585,15955,336
400,17108,11410,13363,14339,14803,9154,13875,9874,24565,9922,7009,6385,7873,15587,272
384,16804,11362,13123,14179,15187,9122,13843,9906,24549,9986,7505,5937,7713,15667,464
400,16596,11426,13123,14211,15075,9186,13811,9922,24565,10178,7249,5505,7569,14851,336
384,16099,11506,12979,14307,15123,9154,13651,9938,24565,9954,7137,4993,7441,14275,480
352,432,11314,13155,14243,15539,9090,13731,9986,24501,10130,6545,4513,7361,13763,336
400,432,11170,11538,14243,15107,9298,13987,10018,24517,10050,6721,4305,7649,13155,448
416,400,11282,11106,14355,15011,9090,14179,9922,24373,10002,6193,4273,7553,13251,288
384,336,11090,11906,14355,15299,9266,14339,9890,24261,10066,6241,4032,7713,13107,416
400,400,11042,11810,14227,15139,9186,14563,9986,24101,10050,5953,3968,7617,12995,400
368,416,11074,12098,14243,15379,9218,14467,9938,23973,10210,6033,3840,7777,12130,320
384,480,11042,12130,14307,15667,9346,14739,10082,23893,10002,6081,3520,7777,11538,416
368,10450,11074,12547,14339,15843,9442,14835,10146,23733,10162,5953,2976,7633,11202,512
400,11410,11042,12515,14339,15491,9410,14771,10066,23749,10194,5697,3056,7761,10722,512
400,13139,10962,12451,14243,15795,9346,14915,10210,23621,10306,5457,2880,7713,10242,416
384,12242,10994,12515,14339,16275,9522,15011,10082,23573,10322,5953,2768,7553,9394,432
384,13459,11042,12723,14259,16275,9410,15171,10114,23589,10050,5617,2768,7425,9282,288
400,11090,10930,12611,14243,16259,9442,15107,10306,23733,10290,5601,2560,7505,9314,400
400,13379,11042,12819,14259,16259,9618,15059,10162,23717,10274,5281,2352,7489,9378,432
400,11970,11106,12627,14259,16195,9490,15155,10274,23557,10194,5569,2352,7681,9346,528
416,12995,10914,12659,14275,16484,9474,15363,10162,23573,10370,5633,2736,7825,9122,320
400,11490,11010,12675,14499,16452,9666,15267,10258,23701,10290,5697,2848,7937,9170,320
496,14419,10930,12691,14339,16404,9522,15331,10146,23477,10258,6385,3088,8097,9042,336
400,14931,10914,12515,14435,16388,9602,15571,10194,23605,10530,6465,3472,8177,9218,416
432,14851,10962,12739,14483,16355,9634,15459,10274,23525,10402,6433,3648,8530,8898,304
384,14227,10898,13091,14419,16420,9570,15555,10338,23541,10434,7889,3424,8658,8722,320
400,14147,10994,11714,14339,16388,9602,15651,10274,23557,10674,7457,3104,8658,8770,464
384,14403,11010,12226,14387,16388,9618,15635,10338,23573,10754,6337,3040,8882,9218,336
400,16291,10914,12451,14419,16436,9698,15427,10194,23653,10722,6305,3152,9410,9410,400
320,15955,10930,12563,14291,16452,9746,15635,10242,23557,10674,6081,3280,9730,10082,416
400,16932,10946,12947,14483,16484,9538,15443,10306,23653,10786,6065,3504,10418,10290,352
336,16980,10962,12883,14259,16339,9522,15443,10322,23717,10690,5329,3808,10578,10514,320
368,17204,11090,12819,14371,16211,9570,15507,10258,23493,10594,5601,3456,10514,9714,320
400,17028,11074,12899,14531,16339,9538,15683,10258,23733,10594,5313,2672,10338,9010,320
416,16708,10978,12947,14611,16436,9506,15555,10434,23445,10706,5969,2336,10274,8450,336
400,16612,10962,12771,14547,16436,9506,15699,10258,23349,10706,5521,2304,10194,8338,256
384,16772,11042,12931,14675,16548,9538,15763,10290,23477,10722,5729,2656,10370,8530,336
352,16740,10962,13011,14339,16436,9506,15619,10290,23445,10658,5249,2432,10434,8370,320
320,16468,10898,12867,14419,16291,9474,15651,10290,23365,10642,5521,2400,10082,8546,352
336,16564,10946,12723,14531,15923,9394,15619,10322,23381,10642,5457,2592,10002,8402,320
336,16692,10850,12851,14563,16131,9634,15795,10290,23429,10802,5409,2304,9746,8482,336
416,16580,10770,12835,14499,16195,9730,15635,10402,23429,10658,5345,2656,9522,8322,336
352,16307,10930,12963,14547,16195,9666,15667,10322,23381,10802,4801,2624,9442,8177,480
400,16355,10882,12979,14675,16003,9538,10418,10306,23477,10722,4945,3104,9106,8194,480
384,16323,10722,13091,14531,16099,9570,15475,10386,23301,10770,4945,3152,8962,8546,480
400,16420,10786,12979,14563,16307,9666,15651,10370,23317,10594,5169,3248,8658,8530,464
416,16932,10898,12178,14579,16548,9538,15971,10322,23301,10658,5585,3088,8690,8386,336
416,16868,10834,12130,14419,16708,9522,15891,10274,23141,10786,5585,2896,8482,8594,336
352,16820,10770,12547,14243,16820,9778,15971,10338,23285,10754,5921,2704,8434,8546,512
352,16964,10786,12547,14243,16868,9746,15971,10306,23221,10850,5889,2496,8402,8754,400
400,16820,10706,12643,14211,16740,9778,15699,10354,23109,10690,6097,2400,8290,8738,384
416,16724,10850,12883,14467,16788,9778,15875,10322,23093,10690,5985,1856,8322,8466,384
352,17204,10802,12643,14323,16676,9618,15699,10338,23013,10754,5969,1776,8450,8402,336
400,17060,10706,12547,14371,16900,9602,15843,10370,22997,10786,5873,1504,8482,8177,400
320,17124,10930,12675,14435,16580,9762,15827,10370,22885,10786,6033,1328,8818,8242,416
352,17572,10674,12931,14483,16516,9666,15875,10370,22789,10690,6033,1552,8802,8226,400
384,17252,10802,13219,14259,16596,9810,15811,10370,560,10674,6161,1344,8738,8498,352
384,17364,10898,13059,14275,16468,9618,15843,10498,22613,10738,6225,1440,8706,8370,336
400,17444,10674,13123,14387,16660,9618,15843,10370,22549,10850,6033,1344,8626,8113,400
384,17508,10818,13139,14211,16804,9714,16051,10418,21077,10674,6033,1584,8274,7937,384
400,17588,10770,13203,14259,16420,9746,15923,10338,17204,10770,5601,1440,8177,8226,320
400,17332,10674,13395,14275,16355,9602,15843,10450,20821,10658,5857,1408,8161,8258,416
384,17412,10786,13155,14227,16404,9650,15987,10370,22293,10722,5969,1424,7905,8242,384
384,17204,10722,13379,14291,16452,9778,15875,10386,21733,10690,5761,1408,7761,8706,400
416,17220,10754,13187,14163,16596,9666,15923,10402,22053,10706,5617,1568,7809,8402,336
416,17412,10882,13123,14211,16660,9618,16083,10418,22101,10722,5713,1424,7905,8482,384
400,17348,10722,13283,14291,16548,9650,16019,10322,22261,10834,6161,1424,8177,8866,512
416,17444,10770,13251,14275,16708,9602,15955,10514,22437,10850,6433,1952,8145,8818,352
400,17444,10738,13267,14387,16836,9618,15955,10402,17364,10818,6337,2448,8194,9186,352
416,17300,10914,13491,14291,16580,9746,15811,10162,11586,10802,6497,2144,8194,8530,384
352,17364,10786,13475,14147,16404,9634,15923,10386,512,10802,7313,1840,8177,8177,400
400,16916,10706,13475,14275,16628,9602,15491,10370,480,10738,7457,1936,8177,8402,320
368,17204,10786,13475,14291,16436,9778,15587,10274,528,10690,7505,2704,8177,9442,320
304,16964,10706,13107,14307,16099,9650,15411,10450,432,10882,6737,2384,8033,9250,496
384,17252,10834,11794,14291,16227,9810,15459,10418,480,10674,6401,2560,7809,8802,336
416,17172,10850,12082,14371,16436,9634,15651,10498,17156,10690,6689,2064,7969,8914,336
400,17188,10882,12419,14259,16628,9618,15635,10434,19444,10706,6241,2112,7873,8498,320
416,17124,10738,12242,14339,16692,9698,15763,10498,22101,10802,6449,2576,8065,9186,320
400,17172,10786,12082,14387,16596,9730,15779,10418,20629,10786,7041,2688,8177,10706,480
384,17108,10818,11490,14339,16179,9634,14931,10322,22485,10594,7681,6481,8017,11490,352
352,16307,10882,11474,14323,15715,9506,14083,10322,23029,10178,8017,5137,8129,10402,496
368,11234,10786,11650,14547,14947,9426,13699,10274,23397,10434,9506,4353,8546,12659,480
400,14115,10834,11810,15971,15043,9570,13859,10386,23205,10578,9922,3264,8770,13091,384
400,14067,10850,6433,16980,15491,9346,14723,11250,23365,10706,11442,5073,10370,15939,528
400,16852,10834,12499,17700,15379,10370,15267,12451,480,10914,13123,5473,11954,24726,336
384,12387,10754,2096,18004,15251,11426,16612,14563,19764,10386,17764,7473,12611,28070,320
304,13843,11090,15587,18980,15187,12178,18212,15379,19172,10402,21317,9922,15059,28711,336
400,17028,11810,14115,19988,16532,12643,19140,15875,13219,11330,23493,11570,16612,28374,320
352,16596,12242,16916,19988,17636,12675,19812,16468,480,11458,31847,13379,20372,30631,304
352,18020,12627,16932,19748,16916,12611,19764,16660,576,11442,37705,15587,23909,28342,304
416,13827,12723,8017,20068,15891,12707,19380,16724,512,11346,40617,16323,26022,29335,304
400,20901,12995,11826,20004,18356,12883,18980,16708,18116,11554,39737,18340,22789,27590,384
400,22293,13283,14579,19268,18100,12995,18484,16708,18068,11570,45083,18596,23749,28887,400
288,22037,13587,15635,19380,17236,12915,18196,16644,18148,11554,40633,18500,25942,31143,480
400,22965,13539,14227,19364,17668,12723,18148,16708,18228,11442,34712,26390,27878,32567,352
400,19908,12995,14931,19492,16323,12771,18164,16708,17924,11554,28518,22805,42618,35384,480
384,13699,12178,13923,19604,14803,12739,19012,16948,17092,11458,28999,25638,56077,42378,352
400,11682,12114,16035,19588,19332,12995,20533,16980,16596,11218,33624,53901,55869,54941,320
400,13443,12226,16147,19588,18692,13203,21637,18516,16355,11410,31655,56109,55965,55405,400
448,13539,12435,16836,19476,19764,13315,22581,18772,16163,11010,25990,55965,55981,54957,464
400,14675,12611,17220,19636,19684,13363,22725,18676,15827,11058,23189,52332,55901,52380,336
368,14467,12627,18516,19764,18180,13475,22821,18852,15683,11330,23893,50428,55853,40970,336
400,14771,12755,18580,19780,20004,13651,23077,18948,15715,11170,22757,38921,51132,33816,304
400,14659,12643,18612,19764,19668,13715,22885,18772,15667,11250,23205,54813,56125,43770,336
400,14499,12675,18340,19780,20917,13587,23045,18852,15715,11314,25622,46795,55949,39513,288
400,14339,12787,18724,19844,21269,13779,23205,18916,15795,11266,24005,48459,55757,44458,384
384,14355,12675,18692,19620,21957,13779,23173,18724,15811,11346,25382,56125,55789,54701,480
416,14515,12723,18388,20020,22821,13571,23349,18788,15555,11250,21973,55853,56157,53357,352
384,14691,12771,18452,19988,23557,13667,23461,18996,15683,11474,19236,55949,55837,46635,336
416,14419,12787,18468,19940,23237,13715,23317,19124,15507,11442,21429,55885,55997,47803,512
320,14115,12835,18532,20068,23493,13699,23477,19396,15587,11522,21029,55997,54157,38793,384
400,400,12755,18516,20100,23605,13731,23317,19188,15603,11394,21141,56045,56141,46027,320
416,480,12739,18532,20180,23637,13747,23477,19220,15523,11554,20917,55949,55885,48955,464
400,560,12771,18660,20004,23861,13859,23429,19188,15571,11442,22229,55741,50332,43690,480
400,448,12675,18740,20116,23685,13763,23397,19204,15635,11522,20949,56109,50604,48699,352
400,512,12691,18500,19988,23445,13779,23349,19092,15539,11570,24389,55981,56013,50972,480
416,560,12739,18772,19988,23621,13795,23317,19172,15571,11522,23525,56045,56013,55309,512
304,384,12803,18484,20052,23637,13731,23237,18644,15683,11362,28214,55901,55965,55181,352
416,8962,12803,18580,20100,23989,13971,23205,19364,15619,11474,24277,55709,56333,55149,384
416,5761,12819,18644,20004,24149,13907,23317,19092,15571,11298,24565,55693,56173,54845,512
384,13779,12627,18532,20068,24261,14051,23237,19268,15587,11282,18708,43098,51900,46747,336
336,13731,12627,18084,20180,24469,13891,15491,19252,416,10850,14899,28134,28807,30503,320
352,13875,12355,13635,19396,20132,13475,21957,18852,464,11042,10706,18932,20885,25382,512
416,13123,11874,15427,18436,19284,13395,21381,18788,16660,8322,10562,15667,16003,21989,304
416,12274,11570,14723,17140,18836,12931,18772,18532,18020,9746,9746,14579,12643,21397,368
416,12371,11442,14499,18628,18196,12611,17444,17444,480,10402,9938,12547,10594,22037,448
352,11714,11394,14547,17860,17028,12387,14979,16708,19524,9938,9666,8226,9682,23637,288
416,10130,11394,12867,16964,15683,11778,13667,15395,20549,10306,10530,7169,10338,24245,240
352,10450,11298,12242,17460,15283,11794,13827,15267,20725,10466,9682,6113,10722,25638,320
384,11602,11314,12547,17428,15043,11826,13651,15155,21093,10578,11618,5169,10610,25574,352
384,11634,11426,13667,17252,15411,11858,13779,15187,21365,10402,10850,5297,11746,24469,288
400,11794,11426,11842,17684,15235,11922,13523,15043,20981,10386,17268,5281,17284,22565,528
384,11442,11794,10034,18132,15427,12242,14915,16420,448,10946,20709,8210,22389,28983,288
336,11522,12691,16516,18756,14979,12691,17940,17172,18388,12194,27686,13603,29223,31495,304
400,11986,13091,16291,18180,16115,12723,18900,17332,17956,11554,31591,16676,31815,33640,320
304,12947,13187,18116,18436,17412,12883,19716,17620,464,11026,35976,16708,36280,37385,480
384,12755,13267,18356,18708,19012,12947,20132,17748,528,11186,32311,20917,43562,38201,480
400,13619,13363,16852,18932,19668,12963,20645,18500,528,11058,34488,37593,49596,40953,496
416,13651,13267,12130,19076,18964,13187,21077,18724,16099,11282,33976,39961,55309,54989,320
400,13507,13347,13331,19028,19076,13155,21173,19124,16083,11218,36584,49228,56093,52972,416
416,13907,13331,14387,19220,18372,13011,21285,18964,15843,11506,33000,49115,55853,48043,432
400,14163,13315,14435,19300,18404,12995,21285,18756,15875,11362,33368,49083,56189,54861,288
400,14147,13267,14435,19380,16436,13235,21301,18564,15699,11410,31783,50076,56397,54925,416
416,14163,13443,14979,19252,16916,13155,21429,18548,15795,11474,31495,46251,52956,45211,336
304,14147,13283,16532,19284,17444,13235,21445,18916,15779,11394,27222,37993,44490,39561,448
400,14115,13475,15779,19300,17748,13235,21685,18740,15875,11394,23333,34280,35464,38105,384
400,14339,13315,15795,19348,18436,13379,21557,18852,15795,11490,25510,30007,38553,34952,304
400,14147,13251,16275,19476,18580,13395,21557,18852,15811,11330,24742,27702,40121,38857,384
400,13987,13379,15571,19556,18788,13219,21525,18820,15843,11458,26294,35208,39913,40713,288
400,13987,13475,15171,19348,18724,13475,21637,18980,15747,11362,27526,35256,36280,42522,384
416,13763,13491,15107,19348,18708,13363,21573,19220,15827,11490,23221,32840,37337,39865,384
400,13635,13331,15875,19540,18628,13251,21669,18964,15779,11442,25494,26342,33720,39577,512
416,13715,13331,16211,19364,18772,13219,21637,18868,15891,11346,24341,24870,30759,38457,336
400,13955,13315,16163,19524,18500,13219,21509,18788,15699,11314,23893,35720,32567,44490,416
400,14019,13491,16259,19524,15395,13171,21429,18708,15843,11346,22821,40009,27830,43962,416
400,13667,13299,16596,19588,17028,13187,21477,18788,15763,11474,21077,36873,29591,47531,448
352,13459,13379,14947,19492,17876,13251,21509,18644,15731,11362,23749,34152,31159,51420,400
400,11858,13523,16083,19764,19620,13203,21285,18324,15635,11378,26406,49003,37273,52476,272
352,11394,13363,16836,19604,19396,13235,21221,18372,15651,11410,28566,43658,32343,54221,416
400,12387,13507,14707,19396,21717,13107,21557,18388,15459,11282,32519,47275,50668,54925,320
352,12659,13507,13267,19348,22053,13203,21893,19476,15667,11394,32615,55949,48283,55053,320
416,11506,13635,16580,19652,22213,13123,21989,19540,15587,11394,42378,49804,55725,55101,352
400,11842,13491,16051,19572,22405,13347,21973,19636,15603,11362,34904,56301,55901,55181,368
400,12323,13411,15427,19780,22309,13235,22117,19300,15667,11410,40473,55725,55917,54861,336
320,12387,13571,15699,19636,22085,13299,21813,19844,15571,11458,37801,48571,52844,54829,416
400,12435,13651,15523,19652,21925,13379,22037,19796,15715,11586,32231,35576,42090,55069,496
480,12531,13507,15523,19508,22181,13235,21989,19620,15571,11458,36184,29223,40953,55005,512
416,11986,13539,16291,19796,22197,13219,21829,19892,15571,11570,36392,39785,51804,54893,336
416,13235,13443,15715,19684,21941,13411,21557,19988,15555,11490,34840,38569,53132,54797,416
400,12947,13539,16996,19684,22117,13251,22037,19876,15539,11394,35096,50124,55645,54845,336
400,13635,13363,16548,19812,23109,13379,22165,20052,15491,11362,37113,55965,55853,54829,384
400,13507,13491,16339,19764,22997,13203,22197,19972,15603,11730,30615,46907,55853,55261,352
336,13715,13459,17604,19876,23237,13347,22293,19908,15411,11554,29735,40537,56029,55101,480
384,13123,13523,17092,19892,23557,13459,22053,20148,15555,11538,22213,21349,37257,38313,384
368,13571,13187,15715,19924,21045,13075,21557,19780,464,11058,19908,12499,24245,29399,528
400,14259,12691,17236,18532,20116,12851,20404,18964,16452,11058,18212,11570,17348,26726,352
400,14227,12194,15731,18244,18068,12595,18772,18884,18036,10178,17236,10338,14419,25126,352
352,14403,12002,14803,18788,17348,12499,17444,17364,19044,10402,15555,9906,11778,23397,352
400,13539,11778,15731,16996,17300,12258,15651,16548,20260,10210,13587,7425,10450,23605,512
384,12883,11586,15763,16788,16035,11842,15443,15363,21253,10642,11282,4641,9810,23941,512
352,13091,11730,15555,16756,14915,11682,15315,14243,21333,10530,10834,5713,9426,22277,352
384,13011,11666,15619,16948,15635,11698,15331,14179,21301,10690,12098,7729,9986,22245,336
416,13283,11698,11090,16820,15907,11666,15715,14499,20821,11090,15571,9810,14771,26822,464
400,14579,11746,14131,18452,15635,12210,18004,16227,496,12018,23077,15411,25686,32231,336
416,14531,11842,14051,18356,15763,12787,19732,17204,528,11250,24117,16740,37945,47131,448
400,14739,12050,13539,18516,19220,12771,21429,18740,16388,9122,24037,27286,45547,50028,480
400,12723,12178,14403,18724,17988,12979,21973,17828,15971,11378,26678,44458,56013,54829,512
320,11746,12307,15363,18340,21381,12995,22325,18244,15635,11058,29511,49212,56173,55357,320
416,13027,12563,16996,18580,22853,13027,22485,19364,15555,11586,27174,55469,56301,54845,352
400,14067,12691,17940,18580,24021,13219,22597,19924,15523,11426,29671,55789,55949,54893,336
416,13859,12867,15539,18564,24565,13331,23205,19892,15363,11954,29767,55885,56173,54925,416
416,14035,12819,14515,18356,24245,13411,23221,20148,15203,11986,29687,55757,56157,55005,416
384,14147,12835,16003,18612,24373,13571,23349,20100,15427,12194,30151,55917,56301,54829,416
416,14067,12931,16820,18596,24565,13475,23381,19972,15379,12194,33672,50284,55981,54861,320
416,14051,13075,16484,18580,24565,13635,23429,20020,15459,12050,37017,55885,56077,55453,320
400,14019,13027,16852,18436,24421,13587,23397,20020,15267,12226,40777,55661,56173,55197,352
384,14691,13107,16772,18372,24469,13635,23557,19892,15299,12178,46891,56125,55981,55085,336
288,14691,13203,15875,18404,24533,13507,23429,20436,15395,11618,48651,37049,48827,52460,496
304,14003,13107,19012,18676,24245,13507,22837,19908,15363,10850,54493,27830,40649,52364,368
480,14243,13699,12483,18692,22037,13331,22805,20020,15491,10466,55917,25958,38681,51548,384
384,14611,13603,13203,18436,23013,13443,22949,20485,15603,10466,54749,32936,36808,55005,336
400,14643,13731,14163,18740,22293,13571,23029,19956,15555,10530,49996,34072,33288,46219,464
400,14675,13747,13491,19108,21765,13411,23013,20276,15635,10386,53389,36792,37929,48587,336
384,14339,13843,16804,19076,21269,13523,22917,20196,15571,10370,48507,25782,31559,44618,384
400,14483,13619,17924,18788,21077,13475,22949,20565,15555,10434,49484,28727,29959,41962,320
384,14531,13667,17908,18868,22021,13635,22965,20244,15651,10402,38665,26214,28823,38793,320
384,14339,13955,18388,18980,21653,13571,23125,20180,15619,10498,34152,36472,35336,38201,336
400,14355,13747,19012,18916,22037,13523,22965,20244,15555,10434,34456,32984,37513,40217,320
384,14563,13667,19300,18900,22037,13491,23061,20196,15571,10882,28134,29015,32840,38681,416
384,14515,13715,19412,19044,22213,13443,23093,20452,15571,11170,27574,32567,28983,39929,336
400,14627,13763,18948,19172,21973,13443,22885,20420,15667,9762,21541,17732,20260,26726,352
400,14163,13747,11234,19284,19268,13315,22469,20308,15619,8161,18852,14819,18740,25942,400
400,14387,13459,15555,18948,21045,13123,22325,19636,496,7809,15891,8626,13923,20116,304
400,14739,12963,17828,18516,20004,13011,12851,19172,13667,9154,14403,4865,11490,16852,352
400,14339,12499,12707,18596,20661,12947,20388,19188,496,11794,12995,3984,10274,15107,400
384,13107,12034,14995,18452,18692,12707,18948,18756,18052,11426,13955,4865,10466,13747,336
336,12835,11858,14387,17988,18852,12579,18628,17316,18852,10786,13443,6273,10370,14307,336
416,13507,11906,11522,17636,16772,12323,17924,16580,19156,10834,13171,5073,11570,14867,432
352,9490,11698,11314,16900,16436,11554,16484,15011,18740,10658,13219,7697,11986,14611,304
352,9090,11794,15011,16836,14483,11314,15747,13763,21205,10802,11426,8097,12467,15411,512
400,12034,11522,15715,15923,13747,10962,14867,12931,23205,10530,9906,9666,12771,15779,336
400,12499,11490,16051,13379,14291,10594,15075,12002,23845,10258,10130,10162,12707,16660,352
400,11858,11442,15939,14131,14035,10402,15107,11138,24133,10418,9426,10946,12242,17124,336
352,12547,11490,15347,13891,14483,10194,15123,10818,24053,10338,11602,10962,12467,16644,304
400,11714,11522,15811,13507,13843,10146,15059,10258,24117,10306,10802,11266,11986,15699,496
400,11874,11458,15715,12995,13907,10210,15027,10514,23861,10418,9810,10706,12098,16788,320
384,9890,11730,14899,15971,14851,10546,15459,11794,23445,10962,11122,10546,13011,19652,448
384,13283,11730,14547,17476,14499,11410,16868,13587,21429,11234,12947,9410,13987,23221,416
416,12451,11842,15987,18276,14211,11970,18132,15155,19364,11618,18372,12419,18772,28919,480
400,11778,12130,18068,18308,16548,12595,19380,16660,496,11490,19604,16115,19796,34056,336
400,13507,12627,15555,18404,17508,12627,20485,17348,16804,10930,30743,22917,37097,34840,336
400,14499,12947,15587,18372,18660,12883,20997,17476,16083,11314,38361,28534,39337,39577,320
400,13859,13123,15747,18564,19076,12915,21237,17588,15939,11138,40809,40745,42890,54941,288
400,14291,13331,16900,18132,18100,12963,21429,18212,15811,10450,40361,50140,56269,54877,336
400,14291,13251,16596,18212,18692,13091,21589,18324,15651,10770,38873,50460,53933,55213,352
416,13635,13507,16916,18228,19940,13011,21813,18660,15507,10930,35160,53421,56093,55021,352
400,13971,13715,15235,18436,20276,13011,21909,19556,15475,11346,30263,55773,55501,55021,416
400,14131,13651,16195,18948,22213,13219,22069,19876,15395,11714,31447,55869,48139,54925,352
416,13715,13587,15955,18212,21541,13251,21989,20068,15571,11538,27238,52396,50332,55149,400
400,14259,13539,16900,18116,22453,13107,22181,20372,15427,11602,34152,55885,51596,55021,320
400,13827,13763,16596,18308,22357,13155,22213,20485,15523,11714,34760,53837,51804,55021,384
384,14115,13603,16420,18772,22549,13203,22149,20661,15491,11730,29335,55981,52764,55085,336
416,14547,13635,16355,18708,22069,13075,22229,20485,15459,11778,29895,55821,55901,54877,320
416,14435,13651,14403,18628,21861,13139,21973,20420,15379,11426,30423,55997,53933,54989,320
384,14051,13635,14883,18756,22405,13171,21893,20388,15107,11698,33256,55997,55741,54861,304
400,14627,13619,16484,18660,23621,13235,22389,20501,15027,11810,31783,56093,56141,55037,336
400,14467,13619,16019,18388,23973,13187,22533,20452,15027,11906,28390,56141,53917,54893,416
384,14547,13571,16772,18628,24037,13459,22565,20533,15059,11842,23941,55965,48251,54925,336
384,14771,13715,16660,18436,24085,13283,22485,20741,15123,11394,18692,34152,31095,39785,320
384,14547,13091,17700,18516,20420,13155,21685,20116,15251,9970,15379,22869,23493,33752,352
304,14307,12707,16804,18212,21461,12931,18244,19460,608,9026,13443,16516,19620,29287,432
384,14115,12611,17732,18260,19860,12771,5857,19540,16179,11058,13587,14211,17236,25846,464
384,14035,12451,17284,18260,20244,12691,384,19348,16612,10994,12851,11170,14803,23141,336
336,14355,12451,16468,18484,20773,12739,480,19332,16964,11266,11538,9922,13555,24357,320
448,14419,12387,16996,18516,20789,12803,352,19540,16932,11522,11138,7025,12691,23429,336
416,14483,12387,17140,18452,20869,12835,12643,19444,17076,11330,10914,6449,11714,20164,320
400,14227,12611,17124,18340,20997,12931,14819,19396,16980,11570,11154,5713,11426,19748,336
400,13459,12467,17188,18404,20677,12803,15907,19476,16964,11330,11986,8258,12034,21349,400
512,14371,12467,17172,18436,20917,12963,20757,19668,16980,11362,10706,6769,12691,19284,352
400,14771,12419,17172,18388,20869,12851,20997,19588,17108,11394,11586,6945,12339,18180,416
400,544,12242,17172,18884,20917,12979,21061,19460,16948,11394,13107,7233,11650,17924,320
352,416,12435,18052,18596,20693,12867,20789,19620,16724,11074,14531,9282,14531,18100,464
416,432,12226,18004,18772,20629,13027,19204,19540,16756,11314,13843,10786,13251,18692,304
400,336,12291,17924,18772,20901,13107,15827,19508,528,11314,12547,10322,12210,19492,320
400,272,12339,18388,18884,20565,13059,20949,19684,13347,11154,12515,9506,11666,21685,416
400,416,12258,17940,18708,20661,12931,18276,19556,16275,11490,11074,9554,11122,18996,448
400,336,12226,18196,19012,20565,13011,21221,19508,16484,11218,9378,6785,10178,17972,512
320,560,12339,17940,18772,20436,13011,20388,19556,6705,11730,9122,5473,9858,19556,336
400,7489,12098,17572,18980,20132,12931,20805,19572,16900,11474,10482,3712,10594,18068,528
528,8145,12194,17076,18628,20581,12883,20853,19268,12114,11058,11458,3936,10450,18564,400
400,8546,11986,17092,18500,20533,12915,20693,19460,16532,11474,12371,3584,10818,17412,352
